2024/01/24 - 17:26:20		auto	GETACK	Appliance.System.All	{"system": {"hardware": {"type": "msh300hk", "subType": "un", "version": "4.0.0", "chipType": "MT7686", "uuid": "###############################1", "macAddress": "################1"}, "firmware": {"version": "4.5.32", "homekitVersion": "4.1", "compileTime": "2023/10/11 13:44:52 GMT +08:00", "encrypt": 1, "wifiMac": "################1", "innerIp": "############1", "server": "#################0", "port": "@0", "userId": "@0"}, "time": {"timestamp": 1706113568, "timezone": "Europe/London", "timeRule": [[1616893200, 3600, 1], [1635642000, 0, 0], [1648342800, 3600, 1], [1667091600, 0, 0], [1679792400, 3600, 1], [1698541200, 0, 0], [1711846800, 3600, 1], [1729990800, 0, 0], [1743296400, 3600, 1], [1761440400, 0, 0], [1774746000, 3600, 1], [1792890000, 0, 0], [1806195600, 3600, 1], [1824944400, 0, 0], [1837645200, 3600, 1], [1856394000, 0, 0], [1869094800, 3600, 1], [1887843600, 0, 0], [1901149200, 3600, 1], [1919293200, 0, 0]]}, "online": {"status": 1, "bindId": "hrmFb7gWuQC6dUGu", "who": 1}}, "digest": {"hub": {"hubId": 3919900926, "mode": 0, "nvdmChl": 2, "workChl": 2, "curChl": 2, "subdevice": [{"id": "01003166", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113485, "mts100": {"mode": 3}}, {"id": "0300DAB1", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113468, "mts150": {"mode": 3, "currentSet": 60, "updateMode": 3, "updateTemp": 175, "motorCurLocation": 0, "motorStartCtr": 883, "motorTotalPath": 69852}}, {"id": "01003524", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113563, "mts100": {"mode": 3}}, {"id": "0100093F", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113534, "mts100": {"mode": 3}}, {"id": "01005C75", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113456, "mts100": {"mode": 3}}, {"id": "0100FAC0", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113525, "mts100": {"mode": 3}}, {"id": "0300F670", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113535, "mts150": {"mode": 3, "currentSet": 190, "updateMode": 3, "updateTemp": 185, "motorCurLocation": 168, "motorStartCtr": 1691, "motorTotalPath": 267340}}, {"id": "01000671", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113494, "mts100": {"mode": 3}}, {"id": "030011B6", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113467, "mts150": {"mode": 3, "currentSet": 190, "updateMode": 3, "updateTemp": 215, "motorCurLocation": 0, "motorStartCtr": 210, "motorTotalPath": 21288}}, {"id": "030011B6", "status": 0, "scheduleBMode": 6, "onoff": 0, "lastActiveTime": 0, "mts150": {"mode": 0, "currentSet": 0, "updateMode": 0, "updateTemp": 0, "motorCurLocation": 0, "motorStartCtr": 0, "motorTotalPath": 0}}, {"id": "0100DEE3", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113473, "mts100": {"mode": 3}}, {"id": "030004B4", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113475, "mts150": {"mode": 3, "currentSet": 140, "updateMode": 3, "updateTemp": 170, "motorCurLocation": 0, "motorStartCtr": 271, "motorTotalPath": 17672}}, {"id": "0100813A", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113556, "mts100": {"mode": 3}}, {"id": "03004586", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113474, "mts150": {"mode": 3, "currentSet": 190, "updateMode": 3, "updateTemp": 190, "motorCurLocation": 600, "motorStartCtr": 688, "motorTotalPath": 126780}}, {"id": "03003F30", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113509, "mts150": {"mode": 3, "currentSet": 200, "updateMode": 3, "updateTemp": 225, "motorCurLocation": 0, "motorStartCtr": 834, "motorTotalPath": 91960}}, {"id": "03004404", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1706113561, "mts150": {"mode": 3, "currentSet": 205, "updateMode": 3, "updateTemp": 215, "motorCurLocation": 0, "motorStartCtr": 992, "motorTotalPath": 89404}}]}}}
2024/01/24 - 17:26:26	RX	http	GETACK	Appliance.Hub.ToggleX	{"togglex": [{"id": "01003166", "onoff": 1}, {"id": "0300DAB1", "onoff": 1}, {"id": "01003524", "onoff": 1}, {"id": "0100093F", "onoff": 1}, {"id": "01005C75", "onoff": 1}, {"id": "0100FAC0", "onoff": 1}, {"id": "0300F670", "onoff": 1}, {"id": "01000671", "onoff": 1}, {"id": "030011B6", "onoff": 1}, {"id": "030011B6", "onoff": 0}, {"id": "0100DEE3", "onoff": 1}, {"id": "030004B4", "onoff": 1}, {"id": "0100813A", "onoff": 1}, {"id": "03004586", "onoff": 1}, {"id": "03003F30", "onoff": 1}, {"id": "03004404", "onoff": 1}]}
2024/01/24 - 17:26:28	TX	http	GET	Appliance.Hub.Battery	{"battery": []}
2024/01/24 - 17:26:28	RX	http	GETACK	Appliance.Hub.Battery	{"battery": [{"id": "01003166", "value": 25}, {"id": "0300DAB1", "value": 100}, {"id": "01003524", "value": 75}, {"id": "0100093F", "value": 75}, {"id": "01005C75", "value": 100}, {"id": "0100FAC0", "value": 100}, {"id": "0300F670", "value": 86}, {"id": "01000671", "value": 100}, {"id": "030011B6", "value": 100}, {"id": "030011B6", "value": 100}, {"id": "0100DEE3", "value": 25}, {"id": "030004B4", "value": 100}, {"id": "0100813A", "value": 75}, {"id": "03004586", "value": 90}, {"id": "03003F30", "value": 86}, {"id": "03004404", "value": 90}]}
2024/01/24 - 17:26:30	TX	http	GET	Appliance.Hub.Sensitivity	{"sensitivity": []}
2024/01/24 - 17:26:30	RX	http	GETACK	Appliance.Hub.Sensitivity	{"sensitivity": []}
2024/01/24 - 17:26:30		auto	LOG	DEBUG	handler undefined for method:(GETACK) namespace:(Appliance.Hub.Sensitivity) payload:({'sensitivity': []})
2024/01/24 - 17:26:32	TX	http	GET	Appliance.Hub.Mts100.All	{"all": []}
2024/01/24 - 17:26:32		auto	LOG	DEBUG	JSONDecodeError(Expecting ',' delimiter: line 1 column 4046 (char 4045)) in async_http_request GET Appliance.Hub.Mts100.All attempt(0)
2024/01/24 - 17:26:32	TX	http	GET	Appliance.Hub.Mts100.All	{"all": []}
2024/01/24 - 17:26:32		auto	LOG	DEBUG	JSONDecodeError(Expecting ',' delimiter: line 1 column 4046 (char 4045)) in async_http_request GET Appliance.Hub.Mts100.All attempt(1)
2024/01/24 - 17:26:32	TX	http	GET	Appliance.Hub.Mts100.All	{"all": []}
2024/01/24 - 17:26:32		auto	LOG	DEBUG	JSONDecodeError(Expecting ',' delimiter: line 1 column 4046 (char 4045)) in async_http_request GET Appliance.Hub.Mts100.All attempt(2)
2024/01/24 - 17:26:32	TX	mqtt	GET	Appliance.Hub.Mts100.All	{"all": []}
2024/01/24 - 17:26:34	TX	http	GET	Appliance.Hub.Mts100.Temperature	{"temperature": []}
2024/01/24 - 17:26:34	RX	http	GETACK	Appliance.Hub.Mts100.Temperature	{"temperature": [{"room": 175, "currentSet": 60, "custom": 150, "comfort": 250, "economy": 200, "away": 165, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "0300DAB1"}, {"room": 185, "currentSet": 190, "custom": 200, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "0300F670"}, {"room": 215, "currentSet": 190, "custom": 110, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "030011B6"}, {"room": 0, "currentSet": 0, "custom": 0, "comfort": 0, "economy": 0, "away": 0, "max": 0, "min": 0, "heating": 0, "openWindow": 0, "id": "030011B6"}, {"room": 170, "currentSet": 140, "custom": 100, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "030004B4"}, {"room": 190, "currentSet": 190, "custom": 220, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "03004586"}, {"room": 225, "currentSet": 200, "custom": 220, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "03003F30"}, {"room": 215, "currentSet": 205, "custom": 125, "comfort": 220, "economy": 200, "away": 165, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "03004404"}, {"room": 170, "currentSet": 100, "custom": 200, "comfort": 220, "economy": 200, "away": 160, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "01003166"}, {"room": 190, "currentSet": 100, "custom": 270, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "01003524"}, {"room": 200, "currentSet": 200, "custom": 230, "comfort": 200, "economy": 180, "away": 160, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "0100093F"}, {"room": 180, "currentSet": 200, "custom": 210, "comfort": 220, "economy": 200, "away": 160, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "01005C75"}, {"room": 190, "currentSet": 190, "custom": 200, "comfort": 270, "economy": 210, "away": 150, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "0100FAC0"}, {"room": 200, "currentSet": 200, "custom": 230, "comfort": 220, "economy": 200, "away": 160, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "01000671"}, {"room": 170, "currentSet": 50, "custom": 120, "comfort": 220, "economy": 200, "away": 160, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "0100DEE3"}, {"room": 190, "currentSet": 50, "custom": 240, "comfort": 220, "economy": 200, "away": 160, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "0100813A"}]}
2024/01/24 - 17:26:36	TX	http	GET	Appliance.Hub.Mts100.ScheduleB	{"schedule": []}
2024/01/24 - 17:26:36		auto	LOG	DEBUG	JSONDecodeError(Expecting value: line 1 column 4046 (char 4045)) in async_http_request GET Appliance.Hub.Mts100.ScheduleB attempt(0)
2024/01/24 - 17:26:36	TX	http	GET	Appliance.Hub.Mts100.ScheduleB	{"schedule": []}
2024/01/24 - 17:26:36		auto	LOG	DEBUG	JSONDecodeError(Expecting value: line 1 column 4046 (char 4045)) in async_http_request GET Appliance.Hub.Mts100.ScheduleB attempt(1)
2024/01/24 - 17:26:36	TX	http	GET	Appliance.Hub.Mts100.ScheduleB	{"schedule": []}
2024/01/24 - 17:26:36		auto	LOG	DEBUG	JSONDecodeError(Expecting value: line 1 column 4046 (char 4045)) in async_http_request GET Appliance.Hub.Mts100.ScheduleB attempt(2)
2024/01/24 - 17:26:36	TX	mqtt	GET	Appliance.Hub.Mts100.ScheduleB	{"schedule": []}
2024/01/24 - 17:26:37	TX	http	SET	Appliance.Hub.Mts100.Temperature	{"temperature": [{"id": "03004404", "custom": 145}]}
2024/01/24 - 17:26:37	RX	http	SETACK	Appliance.Hub.Mts100.Temperature	{"temperature": [{"room": 215, "currentSet": 205, "custom": 145, "comfort": 220, "economy": 200, "away": 165, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "03004404"}]}
2024/01/24 - 17:26:38	RX	mqtt	PUSH	Appliance.Hub.Mts100.Temperature	{"temperature": [{"id": "03004404", "currentSet": 205}]}
2024/01/24 - 17:26:38	TX	http	GET	Appliance.Hub.Mts100.Mode	{"mode": []}
2024/01/24 - 17:26:38	RX	http	GETACK	Appliance.Hub.Mts100.Mode	{"mode": [{"id": "0300DAB1", "state": 3}, {"id": "0300F670", "state": 3}, {"id": "030011B6", "state": 3}, {"id": "030011B6", "state": 0}, {"id": "030004B4", "state": 3}, {"id": "03004586", "state": 3}, {"id": "03003F30", "state": 3}, {"id": "03004404", "state": 3}, {"id": "01003166", "state": 3}, {"id": "01003524", "state": 3}, {"id": "0100093F", "state": 3}, {"id": "01005C75", "state": 3}, {"id": "0100FAC0", "state": 3}, {"id": "01000671", "state": 3}, {"id": "0100DEE3", "state": 3}, {"id": "0100813A", "state": 3}]}
2024/01/24 - 17:26:40	TX	http	GET	Appliance.Hub.Mts100.Adjust	{"adjust": []}
2024/01/24 - 17:26:40	RX	http	GETACK	Appliance.Hub.Mts100.Adjust	{"adjust": [{"id": "0300DAB1", "temperature": 0}, {"id": "0300F670", "temperature": 0}, {"id": "030011B6", "temperature": 0}, {"id": "030011B6", "temperature": 0}, {"id": "030004B4", "temperature": 0}, {"id": "03004586", "temperature": 0}, {"id": "03003F30", "temperature": 0}, {"id": "03004404", "temperature": 0}, {"id": "01003166", "temperature": 0}, {"id": "01003524", "temperature": 0}, {"id": "0100093F", "temperature": 0}, {"id": "01005C75", "temperature": 0}, {"id": "0100FAC0", "temperature": 0}, {"id": "01000671", "temperature": 0}, {"id": "0100DEE3", "temperature": 0}, {"id": "0100813A", "temperature": 0}]}
2024/01/24 - 17:26:42	TX	http	GET	Appliance.Hub.Mts100.SuperCtl	{"superCtl": []}
2024/01/24 - 17:26:42	RX	http	GETACK	Appliance.Hub.Mts100.SuperCtl	{"superCtl": [{"id": "0300DAB1", "enable": 1, "level": 1, "alert": 2}, {"id": "0300F670", "enable": 1, "level": 1, "alert": 1}, {"id": "030011B6", "enable": 1, "level": 1, "alert": 1}, {"id": "030011B6", "enable": 1, "level": 1, "alert": 1}, {"id": "030004B4", "enable": 1, "level": 1, "alert": 2}, {"id": "03004586", "enable": 1, "level": 1, "alert": 1}, {"id": "03003F30", "enable": 1, "level": 1, "alert": 1}, {"id": "03004404", "enable": 1, "level": 1, "alert": 1}]}
2024/01/24 - 17:26:42		auto	LOG	DEBUG	handler undefined for method:(GETACK) namespace:(Appliance.Hub.Mts100.SuperCtl) payload:({'superCtl': [{'id': '0300DAB1', 'enable': 1, 'level': 1, 'alert': 2}, {'id': '0300F670', 'enable': 1, 'level': 1, 'alert': 1}, {'id': '030011B6', 'enable': 1, 'level': 1, 'alert': 1}, {'id': '030011B6', 'enable': 1, 'level': 1, 'alert': 1}, {'id': '030004B4', 'enable': 1, 'level': 1, 'alert': 2}, {'id': '03004586', 'enable': 1, 'level': 1, 'alert': 1}, {'id': '03003F30', 'enable': 1, 'level': 1, 'alert': 1}, {'id': '03004404', 'enable': 1, 'level': 1, 'alert': 1}]})
2024/01/24 - 17:26:42	TX	http	SET	Appliance.Hub.Mts100.Temperature	{"temperature": [{"id": "03004404", "custom": 265}]}
2024/01/24 - 17:26:42	RX	http	SETACK	Appliance.Hub.Mts100.Temperature	{"temperature": [{"room": 215, "currentSet": 205, "custom": 265, "comfort": 220, "economy": 200, "away": 165, "max": 350, "min": 50, "heating": 0, "openWindow": 0, "id": "03004404"}]}
2024/01/24 - 17:26:43	RX	mqtt	PUSH	Appliance.Hub.Mts100.Temperature	{"temperature": [{"id": "03004404", "currentSet": 205}]}
2024/01/24 - 17:26:44	TX	http	GET	Appliance.Hub.Mts100.Config	{"config": []}
2024/01/24 - 17:26:44	RX	http	GETACK	Appliance.Hub.Mts100.Config	{"config": [{"id": "0300DAB1", "pid": {"grade": 0, "p": 82, "i": 0}}, {"id": "0300F670", "pid": {"grade": 0, "p": 20, "i": 60}}, {"id": "030011B6", "pid": {"grade": 0, "p": 82, "i": 0}}, {"id": "030011B6", "pid": {"grade": 0, "p": 0, "i": 0}}, {"id": "030004B4", "pid": {"grade": 0, "p": 20, "i": 60}}, {"id": "03004586", "pid": {"grade": 0, "p": 82, "i": 0}}, {"id": "03003F30", "pid": {"grade": 0, "p": 82, "i": 0}}, {"id": "03004404", "pid": {"grade": 73, "p": 10, "i": 102}}]}
2024/01/24 - 17:26:44		auto	LOG	DEBUG	handler undefined for method:(GETACK) namespace:(Appliance.Hub.Mts100.Config) payload:({'config': [{'id': '0300DAB1', 'pid': {'grade': 0, 'p': 82, 'i': 0}}, {'id': '0300F670', 'pid': {'grade': 0, 'p': 20, 'i': 60}}, {'id': '030011B6', 'pid': {'grade': 0, 'p': 82, 'i': 0}}, {'id': '030011B6', 'pid': {'grade': 0, 'p': 0, 'i': 0}}, {'id': '030004B4', 'pid': {'grade': 0, 'p': 20, 'i': 60}}, {'id': '03004586', 'pid': {'grade': 0, 'p': 82, 'i': 0}}, {'id': '03003F30', 'pid': {'grade': 0, 'p': 82, 'i': 0}}, {'id': '03004404', 'pid': {'grade': 73, 'p': 10, 'i': 102}}]})
2024/01/24 - 17:26:46	TX	http	GET	Appliance.Hub.SubDevice.MotorAdjust	{"adjust": []}
2024/01/24 - 17:26:46	RX	http	ERROR	Appliance.Hub.SubDevice.MotorAdjust	{"error": {"code": 5000}}
2024/01/24 - 17:26:46		auto	LOG	WARNING	protocol error: namespace = 'Appliance.Hub.SubDevice.MotorAdjust' payload = '{"error": {"code": 5000}}'
2024/01/24 - 17:26:47		auto	LOG	DEBUG	polling start
2024/01/24 - 17:26:47	TX	http	GET	Appliance.System.DNDMode	{"DNDMode": {}}
2024/01/24 - 17:26:47	RX	http	GETACK	Appliance.System.DNDMode	{"DNDMode": {"mode": 0}}
2024/01/24 - 17:26:47	TX	http	GET	Appliance.Hub.Mts100.Adjust	{"adjust": []}
2024/01/24 - 17:26:47	RX	http	GETACK	Appliance.Hub.Mts100.Adjust	{"adjust": [{"id": "0300DAB1", "temperature": 0}, {"id": "0300F670", "temperature": 0}, {"id": "030011B6", "temperature": 0}, {"id": "030011B6", "temperature": 0}, {"id": "030004B4", "temperature": 0}, {"id": "03004586", "temperature": 0}, {"id": "03003F30", "temperature": 0}, {"id": "03004404", "temperature": 0}, {"id": "01003166", "temperature": 0}, {"id": "01003524", "temperature": 0}, {"id": "0100093F", "temperature": 0}, {"id": "01005C75", "temperature": 0}, {"id": "0100FAC0", "temperature": 0}, {"id": "01000671", "temperature": 0}, {"id": "0100DEE3", "temperature": 0}, {"id": "0100813A", "temperature": 0}]}
2024/01/24 - 17:26:47		auto	LOG	DEBUG	polling end
2024/01/24 - 17:26:48	TX	http	GET	Appliance.Hub.SubDevice.Beep	{"beep": []}
2024/01/24 - 17:26:50	TX	http	GET	Appliance.Hub.SubDevice.Version	{"version": []}
2024/01/24 - 17:26:50	RX	http	GETACK	Appliance.Hub.SubDevice.Version	{"version": [{"id": "0300DAB1", "hardware": "1.1.5", "firmware": "5.1.8"}, {"id": "0300F670", "hardware": "1.1.5", "firmware": "6.1.9"}, {"id": "030011B6", "hardware": "1.1.5", "firmware": "5.1.8"}, {"id": "030011B6", "hardware": "1.1.5", "firmware": "5.1.8"}, {"id": "030004B4", "hardware": "1.1.5", "firmware": "6.1.9"}, {"id": "03004586", "hardware": "1.1.5", "firmware": "5.1.8"}, {"id": "03003F30", "hardware": "1.1.5", "firmware": "5.1.8"}, {"id": "03004404", "hardware": "1.1.5", "firmware": "5.1.8"}]}
